datetime_utc,mgs_x_km,mgs_y_km,mgs_z_km,mgs_vx_km_s,mgs_vy_km_s,mgs_vz_km_s,mars_sun_x_km,mars_sun_y_km,mars_sun_z_km
1997-09-19T04:06:20.000,32332.214115553008,13987.95805803867,-24881.781920474685,-0.23186955546706398,-0.36278573446891793,0.6283757128378231,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:06:30.000,32329.89455685072,13984.329827297262,-24875.497499134424,-0.23204219601827022,-0.3628604162470672,0.6285085596956234,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:06:40.000,32327.573271412002,13980.700849665021,-24869.211749191116,-0.23221490276078974,-0.3629351126370196,0.6286414334498794,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:06:50.000,32325.250258574695,13977.071124995784,-24862.924670375713,-0.2323876757452502,-0.36300982364790524,0.6287743341176565,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:00.000,32322.92551767612,13973.440653143296,-24856.636262418993,-0.23256051502233327,-0.36308454928886086,0.6289072617160326,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:10.000,32320.599048053104,13969.809433961209,-24850.346525051566,-0.23273342064277444,-0.36315928956903,0.6290402162620992,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:20.000,32318.270849041954,13966.177467303087,-24844.05545800387,-0.23290639265736324,-0.363234044497563,0.6291731977729602,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:30.000,32315.940919978475,13962.5447530224,-24837.763061006168,-0.23307943111694343,-0.3633088140836169,0.6293062062657332,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:40.000,32313.60926019796,13958.911290972525,-24831.46933378856,-0.23325253607241306,-0.3633835983363554,0.6294392417575485,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:07:50.000,32311.275869035202,13955.277081006752,-24825.174276080965,-0.23342570757472406,-0.3634583972649491,0.6295723042655494,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:08:00.000,32308.940745824475,13951.642122978275,-24818.877887613136,-0.23359894567488312,-0.36353321087857515,0.6297053938068927,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:08:10.000,32306.603889899543,13948.0064167402,-24812.58016811466,-0.2337722504239512,-0.3636080391864177,0.629838510398748,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:08:20.000,32304.265300593663,13944.369962145536,-24806.28111731494,-0.23394562187304377,-0.3636828821976675,0.6299716540582981,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:08:30.000,32301.924977239578,13940.732759047205,-24799.980734943212,-0.23411906007333075,-0.36375773992152216,0.630104824802739,5304314.930021906,198268347.24823567,90795578.2069394
1997-09-19T04:08:40.000,32299.58291916952,13937.094807298034,-24793.679020728545,-0.23429256507603696,-0.363832612367186,0.6302380226492797,5304314.930021906,198268347.24823567,90795578.2069394
